award_date,grant_number
2016-02-08,1R21CA196924-01A1
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA036564-03
2016-02-08,5R01DA036541-02
2016-02-08,5IK2BX001275-05
2016-02-08,5R21DA037753-02
2016-02-08,1F31HL131185-01
2016-02-08,4R01DA012568-18
2016-02-08,4R01DA035008-04
2016-02-08,4R01DA035280-04
2016-02-08,5R34DA038530-02
2016-02-08,3R01GM075060-09S1
2016-02-08,4R01DA033391-04
2016-02-08,2P30CA016520-40
2016-02-08,5U01DA036935-03
2016-02-08,4R01DA003910-30
2016-02-08,2P30CA016520-40
2016-02-08,5R01DA018673-13
2016-02-08,4R01NS075007-05
2016-02-08,5P01DA008227-24
2016-02-08,5P01DA008227-24
2016-02-08,5P01DA008227-24
2016-02-08,2P30CA016520-40
2016-02-08,5R01HD082098-02
2016-02-08,2P30CA016520-40
2016-02-08,2R01MH086507-06A1
2016-02-08,2P30CA016520-40
2016-02-08,5R01GM108579-04
2016-02-08,2P30CA016520-40
2016-02-08,2P30CA016520-40
2016-02-08,5R01DA010711-20
2016-02-08,5R01DA038185-02
2016-02-08,7R21HG006037-03
2016-02-08,5R01DA036345-03
2016-02-08,4R01GM050942-20
2016-02-08,6K08HD068546-06
2016-02-08,7R01AI114761-02
2016-02-08,5R01GM111084-02
2016-02-08,5R01CA181207-03
2016-02-08,5R01GM114247-02
2016-02-08,4P01GM071862-10
2016-02-08,1R13HL131055-01
2016-02-08,5R21NS088521-02
2016-02-08,5R01CA190176-02
2016-02-08,5R01GM085234-06
2016-02-08,1R01NS093842-01A1
2016-02-08,5R01CA183965-03
2016-02-08,5R01AI110358-02
2016-02-08,5R01DA024022-07
2016-02-08,5R01AI111780-03
2016-02-08,3P30CA044579-25S1
2016-02-08,5I01CX001025-03
2016-02-08,2P30CA016520-40
2016-02-08,5R01DA034076-04
2016-02-08,4R01DA017846-10
2016-02-08,7R01CA155664-06
2016-02-08,1R21AI123783-01
2016-02-08,5R01DA036534-02
2016-02-08,5R21DA038950-02
2016-02-08,1R01AI118549-01A1
2016-02-08,5R01NS092062-02
2016-02-08,4R01DA020553-09
2016-02-08,1R56AI121281-01
2016-02-08,4R01DA019497-10
2016-02-08,5R01DA037314-02
2016-02-08,1F31HL131230-01
2016-02-08,5R01GM111086-02
2016-02-08,1R01AI124982-01
2016-02-08,2P30CA016520-40
2016-02-08,1R21CA202011-01
2016-02-08,6R01DC000657-23
2016-02-08,1R21AI120602-01A1
2016-02-08,5R21DA036673-02
2016-02-08,4R00GM111767-03
2016-02-08,1R13HL132514-01
2016-02-08,1R01AI116633-01A1
2016-02-08,5R01DA017294-11
2016-02-08,5R01DA016065-13
2016-02-08,1R01AG049780-01A1
2016-02-08,4R01DA035482-04
2016-02-08,4U01CA172320-04
2016-02-08,2K12HD001399-16
2016-02-08,1R01DK106357-01A1
2016-02-08,1R13DC015363-01
2016-02-08,1R56AI121155-01
2016-02-08,1R01CA192894-01A1
2016-02-08,1R43HL128120-01A1
2016-02-08,5R01DA037927-02
2016-02-08,5R01GM087371-07
2016-02-08,5R01DA037820-02
2016-02-08,4R01DA034527-04
2016-02-08,4R01DA031678-05
2016-02-08,5R01DA039146-02
2016-02-08,4R01DA035101-04
2016-02-08,5UH3CA188640-04
2016-02-08,5R03DA039003-02
2016-02-08,3R01DK076648-07S1
2016-02-08,4R01DA032246-04
2016-02-08,5R01NS088260-02
2016-02-08,2P30CA016520-40
2016-02-08,2P30CA016520-40
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA031285-05
2016-02-08,1R01AI122266-01A1
2016-02-08,5R01CA182435-02
2016-02-08,5R01DA035300-03
2016-02-08,2P30CA016520-40
2016-02-08,2P30CA016520-40
2016-02-08,3R01AI107731-03S1
2016-02-08,1R01DC014686-01A1
2016-02-08,4R01DA031189-05
2016-02-08,2P30CA016520-40
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA032634-05
2016-02-08,2R01GM099705-05
2016-02-08,4R37AI043288-20
2016-02-08,2R01CA157429-04A1
2016-02-08,5R01DA037270-03
2016-02-08,5IK2BX001267-05
2016-02-08,1R01DE025237-01A1
2016-02-08,4R01AI059373-10
2016-02-08,5R21NS091830-02
2016-02-08,2P30CA016520-40
2016-02-08,1R01DC014678-01A1
2016-02-08,1K08NS096192-01
2016-02-08,5R03DA037936-02
2016-02-08,5IK2CX000938-02
2016-02-08,5R37DA015043-16
2016-02-08,5R01GM112179-02
2016-02-08,5R01GM061077-15
2016-02-08,4R01DA032457-05
2016-02-08,5U01AI115619-02
2016-02-08,6F32GM115210-02
2016-02-08,4R01AI100748-05
2016-02-08,1R21AI119163-01A1
2016-02-08,5R01GM108548-03
2016-02-08,4R01DA033073-05
2016-02-08,5R01DA037961-02
2016-02-08,5R00DA033372-04
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA035203-04
2016-02-08,4R01GM058565-17
2016-02-08,1K08AI123516-01
2016-02-08,4P01GM071862-10
2016-02-08,5I01BX002715-02
2016-02-08,1F31HL131293-01
2016-02-08,5R01NS088475-02
2016-02-08,1R01DK108833-01
2016-02-08,5R01DA035804-03
2016-02-08,5R01GM110386-03
2016-02-08,5P01DA008227-24
2016-02-08,5R34DA039011-02
2016-02-08,5R01GM108823-03
2016-02-08,2R01AI093589-06
2016-02-08,5R01GM079351-07
2016-02-08,4R01DA033067-05
2016-02-08,5IK2RX001629-02
2016-02-08,5R01GM116632-02
2016-02-08,5R21AI117687-02
2016-02-08,5R01AR066539-02
2016-02-08,5R01DA036414-04
2016-02-08,5R01AI110894-02
2016-02-08,1K23AI123525-01
2016-02-08,4P01GM071862-10
2016-02-08,4P01GM071862-10
2016-02-08,2P30CA016520-40
2016-02-08,4R00NS084988-03
2016-02-08,1R01NS094444-01A1
2016-02-08,5DP1DA037997-02
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA033130-05
2016-02-08,2P30CA016520-40
2016-02-08,4R01DA030354-07
2016-02-08,2R01AI070042-11
2016-02-08,5R01DA037496-02
2016-02-08,4P01GM071862-10
2016-02-08,4R01GM100984-04
2016-02-08,1R13AI122681-01
2016-02-08,1R01DE025852-01
2016-02-08,5I01BX002607-02
2016-02-08,5R01DA037911-02
2016-02-08,2R56HD065445-06A1
2016-02-08,5I01BX001798-02
2016-02-08,5IK2BX001677-03
2016-02-08,7IK2CX000699-04
2016-02-08,5R01CA182551-03
2016-02-08,4R01MH101017-04
2016-02-08,1R01AI121383-01A1
2016-02-08,4P01GM071862-10
2016-02-08,4R01NS080177-04
2016-02-08,4R01NS053898-10
2016-02-08,2P30CA016520-40
2016-02-08,4R01HL113614-05
2016-02-08,1K08NS091527-01A1
2016-02-08,1R01DE025827-01
2016-02-08,5DP1DA039560-02
2016-02-08,5F30CA196191-02
2016-02-08,2R01DC007683-11
2016-02-08,1R21AI120816-01A1
2016-02-08,4R01DA033369-04
2016-02-08,5R01GM078360-07
2016-02-08,1R01AI119019-01A1
2016-02-08,1R21DC014916-01A1
2016-02-08,4UM1HL088955-09
2016-02-08,5R01DA037942-02
2016-02-08,4R00MH104259-03
2016-02-09,1F30HL131183-01
2016-02-09,5UM1AI109565-03
2016-02-09,3R01AI116382-01A1S1
2016-02-09,1R01DK104999-01A1
2016-02-09,5R01AI118852-02
2016-02-09,2P30CA016058-40
2016-02-09,1R01NS095884-01
2016-02-09,5F32GM112365-02
2016-02-09,4R01CA154555-05
2016-02-09,2R01HL085757-10
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,3R33AI100186-04S1
2016-02-09,2P30CA016058-40
2016-02-09,5R34DA037797-02
2016-02-09,6R25TW007085-13
2016-02-09,5R01CA190025-02
2016-02-09,2P30CA022453-34
2016-02-09,1R21NS096538-01
2016-02-09,5U01AI115595-02
2016-02-09,7R01EY010609-19
2016-02-09,1R01CA200551-01
2016-02-09,2R01DK089056-06
2016-02-09,2R01DK096010-05
2016-02-09,5R01CA158910-06
2016-02-09,2P30CA016058-40
2016-02-09,3R01HD049653-09S1
2016-02-09,5R01DE009517-23
2016-02-09,2P30CA022453-34
2016-02-09,4R01CA162393-05
2016-02-09,1R01NS095793-01
2016-02-09,5F31CA196041-02
2016-02-09,2P30CA022453-34
2016-02-09,7U01AI117841-02
2016-02-09,1R01AI123398-01
2016-02-09,2P30CA022453-34
2016-02-09,1G20OD021945-01
2016-02-09,5R21CA190775-02
2016-02-09,2P30CA016058-40
2016-02-09,5R01GM074108-11
2016-02-09,5R01MH102364-03
2016-02-09,4R01DA034619-04
2016-02-09,2R01DK060027-16
2016-02-09,5R01MH106527-02
2016-02-09,5R00HL103797-05
2016-02-09,2R44ES023521-02
2016-02-09,4R01DA035224-04
2016-02-09,1R21NS095342-01A1
2016-02-09,2P30CA016058-40
2016-02-09,1R01DC014723-01A1
2016-02-09,5R01DA038177-02
2016-02-09,5R03DE025058-02
2016-02-09,5U01MH106883-02
2016-02-09,5R01CA173499-03
2016-02-09,4R01CA163592-05
2016-02-09,5R01HL122754-02
2016-02-09,5R01CA183702-02
2016-02-09,5U01MH106893-02
2016-02-09,1R15DC014813-01A1
2016-02-09,5R01GM110304-03
2016-02-09,1F32DK109592-01
2016-02-09,5R01GM110755-03
2016-02-09,1R13AI122357-01
2016-02-09,1R13AI122450-01
2016-02-09,1R13HL131204-01
2016-02-09,5R01GM114205-02
2016-02-09,5R21CA191548-02
2016-02-09,2R01DK083243-06
2016-02-09,5R01GM108647-03
2016-02-09,1R03DC014787-01A1
2016-02-09,1R01DK106253-01A1
2016-02-09,3U18FD005561-01S1
2016-02-09,4R01CA180776-04
2016-02-09,1R21DC014087-01A1
2016-02-09,1R01AI121284-01
2016-02-09,5R01EY021542-06
2016-02-09,5R01AI120008-02
2016-02-09,5R01HD082347-02
2016-02-09,7R01DK108628-02
2016-02-09,2P30CA016058-40
2016-02-09,5U01CA190254-02
2016-02-09,2P30CA016058-40
2016-02-09,5R01DK101392-02
2016-02-09,5U01MH106874-02
2016-02-09,1R21NS096619-01
2016-02-09,5R34MH104377-02
2016-02-09,2P30CA016058-40
2016-02-09,1R21CA185921-01A1
2016-02-09,5R34DA037845-02
2016-02-09,5R01MH106547-02
2016-02-09,5F30DK102214-03
2016-02-09,2P30CA022453-34
2016-02-09,5F31NS092419-02
2016-02-09,5R01GM107703-02
2016-02-09,5R34MH106661-02
2016-02-09,5R01MH107508-02
2016-02-09,2P30CA016058-40
2016-02-09,4R01MH060009-17
2016-02-09,5R01GM040282-28
2016-02-09,5R01DK083567-07
2016-02-09,5R00MH099153-04
2016-02-09,1R21EB022403-01
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,1R01CA194536-01A1
2016-02-09,2P30CA016058-40
2016-02-09,1F30OD021454-01
2016-02-09,2R01EY012155-18A1
2016-02-09,5R03DE024259-02
2016-02-09,4R01HL105999-05
2016-02-09,5P20CA183639-02
2016-02-09,5P20CA183639-02
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,3UE1EH001128-03S1
2016-02-09,4F31CA180319-03
2016-02-09,5R01GM068865-11
2016-02-09,5F32NS090831-02
2016-02-09,5R01GM110414-03
2016-02-09,1F31HL131155-01
2016-02-09,4R01GM072562-09
2016-02-09,4R01AI095395-05
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,4R01GM083970-08
2016-02-09,4R01GM097074-04
2016-02-09,2P30CA022453-34
2016-02-09,4T35DK093430-05
2016-02-09,1F32AI124507-01
2016-02-09,5R01EY017673-08
2016-02-09,4R01GM069702-14
2016-02-09,2R37GM065859-13
2016-02-09,2P30CA022453-34
2016-02-09,5R01GM110258-02
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA016058-40
2016-02-09,2P30CA022453-34
2016-02-09,2P30CA022453-34
2016-02-09,4R01DK064008-13
2016-02-09,5K99GM112982-02
2016-02-09,5R21DA039038-02
2016-02-09,2P30CA022453-34
2016-02-09,5F32GM113488-02
2016-02-09,5R33CA191135-02
2016-02-09,5K22AI099042-02
2016-02-09,1R21AI125106-01
2016-02-09,4R01GM099563-04
2016-02-09,2P30CA022453-34
2016-02-09,3R01AI073755-08S1
2016-02-09,2P30CA016058-40
2016-02-09,2R56AI015614-36
2016-02-09,5R01DK053903-17
2016-02-09,5R01AI116989-02
2016-02-09,5R36DA039012-02
2016-02-09,5R01GM088351-06
2016-02-09,5K08AI116908-02
2016-02-09,4R01CA164605-05
2016-02-09,1F31HL131184-01
2016-02-09,5R01GM114291-02
2016-02-09,4P30DK079637-09
2016-02-09,4P30DK079637-09
2016-02-09,1R01AI124493-01
2016-02-09,4P30DK079637-09
2016-02-09,4P30DK079637-09
2016-02-09,5R37DA005147-28
2016-02-09,1R01EY025093-01A1
2016-02-09,2R01AI039614-20
2016-02-09,5P20CA183639-02
2016-02-09,5P20CA183639-02
2016-02-09,1R21NS095052-01A1
2016-02-09,5R01GM110674-03
2016-02-09,5F31CA189710-02
2016-02-09,4R01DA011289-18
2016-02-09,4P30DK079637-09
2016-02-09,1F31HL131357-01
2016-02-09,5R01GM072667-11
2016-02-09,5R01HL119478-03
2016-02-09,1R01AI116811-01A1
2016-02-09,2P30CA016058-40
2016-02-09,7R01AI113286-03
2016-02-09,1R41NS092221-01A1
2016-02-09,4R01GM097480-05
2016-02-09,1R01DK107956-01
2016-02-09,2P30CA016058-40
2016-02-09,2U01DK057177-17
2016-02-09,4R01MD007075-05
2016-02-09,2P30CA016058-40
2016-02-09,5R01GM109194-03
2016-02-09,5T35DK103596-02
2016-02-09,1R43ES026473-01
2016-02-09,5F32GM113310-02
2016-02-09,4R01HL071207-14
2016-02-09,3U38OT000231-03S1
2016-02-09,4R01MH060379-15
2016-02-09,1R01NS092961-01A1
2016-02-09,5R01DK103295-02
2016-02-09,4R01HL111724-04
2016-02-09,5R01DE024228-03
2016-02-09,7R24HL123767-03
2016-02-09,1R01HL130261-01
2016-02-10,1R01MH109165-01
2016-02-10,5R01CA182543-04
2016-02-10,1R21AI120013-01A1
2016-02-10,1R01ES025124-01A1
2016-02-10,1R01AI122176-01
2016-02-10,3P01AI117915-01S1
2016-02-10,5R01CA132115-07
2016-02-10,2R01AI084880-06A1
2016-02-10,5R01AI027655-28
2016-02-10,5R01GM035500-30
2016-02-10,4R01GM079205-09
2016-02-10,7R01AI113145-03
2016-02-10,4R01GM104427-04
2016-02-10,4R01GM080602-10
2016-02-10,5R33AI105977-04
2016-02-10,4R01NS040966-12
2016-02-10,1R01DC015004-01
2016-02-10,5R01GM014312-60
2016-02-10,1R21AI117135-01A1
2016-02-10,1R03AI121458-01A1
2016-02-10,2R01HL075092-11A1
2016-02-10,1F31NS096824-01
2016-02-10,4R01CA173878-04
2016-02-10,1R01MD010355-01
2016-02-10,5K23AA022126-03
2016-02-10,5U34AR067392-02
2016-02-10,5R37GM076343-11
2016-02-10,5R01MH087450-07
2016-02-10,1R01CA193249-01A1
2016-02-10,4R01EY022158-05
2016-02-10,5R00CA182731-03
2016-02-10,1R21AI124763-01
2016-02-10,7R01DK095926-04
2016-02-10,5R01EY021166-06
2016-02-10,1R41GM116479-01
2016-02-10,5R01GM085105-08
2016-02-10,1K25DC014755-01A1
2016-02-10,1R21AI123293-01
2016-02-10,5R01CA183994-02
2016-02-10,1R41AI122472-01
2016-02-10,1F32AI120589-01A1
2016-02-10,1R01DC014679-01A1
2016-02-10,7R01EY018656-09
2016-02-10,4R01CA165573-05
2016-02-10,1F31DE025783-01A1
2016-02-10,4R01EY012978-15
2016-02-10,4R01HD052664-10
2016-02-10,7K01AG039387-05
2016-02-10,2R01MH093603-06
2016-02-10,1R13AI124627-01
2016-02-10,7R01HL116826-04
2016-02-10,1R21NS093134-01A1
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,4P01HD032652-18
2016-02-10,1R01NS091602-01A1
2016-02-10,5F32DA038493-02
2016-02-10,5F31DE024405-03
2016-02-10,1R13AI122636-01
2016-02-10,4R01HL116452-04
2016-02-10,1R01DK105954-01A1
2016-02-10,5R01AI050243-14
2016-02-10,1R21EB020237-01A1
2016-02-10,5U19AI109740-03
2016-02-10,5I01RX001449-02
2016-02-10,1R21HD083803-01A1
2016-02-10,5R01GM114304-02
2016-02-10,1K23HL130551-01
2016-02-10,4R01MH098003-05
2016-02-10,5R01GM109019-03
2016-02-10,1I01BX002900-01A1
2016-02-10,5U19AI109740-03
2016-02-10,5U19AI109740-03
2016-02-10,5U19AI109740-03
2016-02-10,5R01MH065658-12
2016-02-10,5R01EY023966-03
2016-02-10,1R01NS095979-01
2016-02-10,3U01AG046830-03S2
2016-02-10,4R01EY012830-13
2016-02-10,1F31DK107057-01A1
2016-02-10,5R01GM108617-03
2016-02-10,5R01MH105554-02
2016-02-10,5R43AI118110-02
2016-02-10,4R01HL111033-04
2016-02-10,5R01DA003371-28
2016-02-10,5R01HL122390-02
2016-02-10,4R01EY022079-05
2016-02-10,5R01HL089778-07
2016-02-10,1R01AI123394-01
2016-02-10,5R01EY013777-15
2016-02-10,4R01DE023315-04
2016-02-10,5R01NS087068-03
2016-02-10,5U19AI109633-03
2016-02-10,5I01RX000395-06
2016-02-10,1K01AA024519-01
2016-02-10,1R01NS096368-01
2016-02-10,4R01GM102155-04
2016-02-10,3K01HG006441-04S1
2016-02-10,5R21NS091654-02
2016-02-10,1R21AI124868-01
2016-02-10,4R01EY022720-04
2016-02-10,2R01MH073676-11
2016-02-10,1R03AR068096-01A1
2016-02-10,7R21EY024405-03
2016-02-10,7R01EY022687-03
2016-02-10,5R13AI094943-06
2016-02-10,5I21RX001607-02
2016-02-10,5R01NS092570-02
2016-02-10,5U19AI109740-03
2016-02-10,4R01NS034727-19
2016-02-10,1R21AI119646-01A1
2016-02-10,3R01NS084398-02S1
2016-02-10,2K12HD068372-06
2016-02-10,5U19AI109633-03
2016-02-10,1R41CA196002-01A1
2016-02-10,4R01GM106027-04
2016-02-10,4R01EY022411-04
2016-02-10,5R00CA151827-05
2016-02-10,1R03AI123877-01
2016-02-10,1R01AI118955-01A1
2016-02-10,5R00NR013593-05
2016-02-10,5R01GM043756-26
2016-02-10,5R01DE024308-03
2016-02-10,3R15NS060099-03S1
2016-02-10,5R01NS086965-04
2016-02-10,5F31NS087634-03
2016-02-10,5F31DK105596-02
2016-02-10,1R13AI122053-01
2016-02-10,5U19AI109633-03
2016-02-10,5U19AI109633-03
2016-02-10,5U19AI109633-03
2016-02-10,5I21RX001597-02
2016-02-10,5U19AI116484-02
2016-02-10,5F31NS090887-02
2016-02-10,2R37AI020459-32
2016-02-10,5R43GM115124-02
2016-02-10,4R00HL121160-03
2016-02-10,1R01AI123286-01
2016-02-10,4R01HL112836-04
2016-02-10,4R01AI100968-04
2016-02-10,5U19AI116484-02
2016-02-10,1F30HL126452-01A1
2016-02-10,5K08DA037825-02
2016-02-10,1R13AI122628-01
2016-02-10,1R01AI123733-01
2016-02-10,4R01NS055193-08
2016-02-10,5R01DK098576-03
2016-02-10,5R01CA176326-03
2016-02-10,5R01CA133046-08
2016-02-10,5R01GM030997-33
2016-02-10,5R01MH100616-03
2016-02-10,1R21CA197362-01A1
2016-02-10,7R01EY022663-05
2016-02-10,5R01GM113980-02
2016-02-10,7R03AI113635-02
2016-02-10,7R03AI113803-02
2016-02-10,1R01DK107498-01
2016-02-10,4R01HD069562-05
2016-02-10,4R01CA167785-04
2016-02-10,5U19AI109764-03
2016-02-10,5SC3GM109817-03
2016-02-10,5U19AI109740-03
2016-02-10,1R01AI123093-01
2016-02-10,5R01CA184843-02
2016-02-10,5I21RX001915-02
2016-02-10,5R01GM114289-02
2016-02-10,4R01EY017605-09
2016-02-10,5R01DE021726-04
2016-02-10,1R21NS096332-01
2016-02-10,5U19AI116484-02
2016-02-10,5U19AI116484-02
2016-02-10,5K22AI116258-02
2016-02-10,3R01AI110310-02S2
2016-02-10,4R01EY014061-12
2016-02-10,1R01AI123131-01
2016-02-10,3U54AR055073-10S1
2016-02-10,1R21AI123967-01
2016-02-10,5R21MH106441-02
2016-02-10,4R01GM084927-08
2016-02-10,2R56DA029053-06A1
2016-02-10,5R01EY022901-04
2016-02-10,5T32DK007198-41
2016-02-10,5R01AI064318-11
2016-02-10,5R01EY011488-18
2016-02-10,5R01DA005018-28
2016-02-10,1R01DK108959-01
2016-02-10,4K23HD068394-05
2016-02-10,1R01AI110684-01A1
2016-02-10,4R13DE014915-14
2016-02-10,5U01AI116392-02
2016-02-10,5R01AI099527-04
2016-02-10,5R34EY023633-02
2016-02-10,1R21NS095103-01A1
2016-02-10,5K08MH100562-05
2016-02-10,5U19AI116484-02
2016-02-10,5R01DK100301-03
2016-02-10,7K01MH097091-04
2016-02-10,4R01AI101713-04
2016-02-10,5U01GM094141-06
2016-02-10,5R01CA042368-30
2016-02-10,1R44NS095423-01
2016-02-10,4R01EY023295-04
2016-02-10,1R56AI121254-01
2016-02-10,1R21EB021590-01A1
2016-02-11,5R01HL123283-03
2016-02-11,5R43AI118115-02
2016-02-11,4R01MH099030-04
2016-02-11,5R01GM019559-43
2016-02-11,1R01MH106640-01A1
2016-02-11,5F31CA183268-03
2016-02-11,2R01CA142874-06A1
2016-02-11,1R01DE025943-01
2016-02-11,4R01HL111706-04
2016-02-11,5R01CA193297-02
2016-02-11,1K02DE025280-01A1
2016-02-11,1R01NS095989-01
2016-02-11,4R01AI100947-04
2016-02-11,3U01AI115595-02S1
2016-02-11,5P41GM103390-27
2016-02-11,5K01MH101123-04
2016-02-11,4R00HL118159-03
2016-02-11,5F31CA196209-02
2016-02-11,5R01NS084288-03
2016-02-11,5R01NS086452-03
2016-02-11,7I01BX002390-03
2016-02-11,5R01HS021495-04
2016-02-11,5R01AI111992-03
2016-02-11,5R01AG047297-02
2016-02-11,5F32AI114095-02
2016-02-11,5R21EB020073-02
2016-02-11,4R01AI064462-10
2016-02-11,4R01MH092412-05
2016-02-11,5R01AG028593-07
2016-02-11,7R01NS079655-04
2016-02-11,4R01CA160902-05
2016-02-11,1F32GM117816-01
2016-02-11,1F32GM117704-01
2016-02-11,1R43DE025153-01A1
2016-02-11,1K08AI119448-01A1
2016-02-11,1R01DK104770-01A1
2016-02-11,5R01CA183877-02
2016-02-11,5K23AG047900-02
2016-02-11,4R00CA175293-03
2016-02-11,5F31NS084732-03
2016-02-11,4F31CA174199-04
2016-02-11,4F31CA183571-03
2016-02-11,5P41GM103390-27
2016-02-11,5P41GM103390-27
2016-02-11,5P41GM103390-27
2016-02-11,5R01HL086699-08
2016-02-11,7DP2GM105453-02
2016-02-11,5P01HD029587-22
2016-02-11,7R01NS083767-04
2016-02-11,1R01AR069681-01
2016-02-11,5U01AA021990-03
2016-02-11,5R21CA185742-02
2016-02-11,5R01AG049607-02
2016-02-11,5R01HL113655-05
2016-02-11,5R01DK104656-02
2016-02-11,5R01HD083310-02
2016-02-11,5R01GM109899-03
2016-02-11,5R44AI102347-04
2016-02-11,1R01HL128447-01A1
2016-02-11,4R00ES022983-02
2016-02-11,4R01AI095299-05
2016-02-11,5R01CA188305-02
2016-02-11,2R01NS062792-08
2016-02-11,1R01DK109036-01
2016-02-11,1R01DK107544-01
2016-02-11,1R15CA202605-01
2016-02-11,1R25HL131467-01
2016-02-11,5R01CA192924-02
2016-02-11,5P01HD029587-22
2016-02-11,1K99GM117268-01
2016-02-11,1R01DK105322-01A1
2016-02-11,5R01CA122023-08
2016-02-11,4R01GM059638-16
2016-02-11,7R01GM097355-05
2016-02-11,1R42ES026532-01
2016-02-11,1R21NS094091-01A1
2016-02-11,7R24HS022057-04
2016-02-11,4R01CA169345-04
2016-02-11,1K08DE025292-01A1
2016-02-11,5R01DE024607-02
2016-02-11,5R01AG047897-02
2016-02-11,5F32CA189372-02
2016-02-11,4R01MH100561-04
2016-02-11,5R21EB019181-02
2016-02-11,1U01HL130163-01
2016-02-11,5R01DK101528-02
2016-02-11,1R01DK108678-01A1
2016-02-11,1R01DK109102-01
2016-02-11,5F31CA189321-02
2016-02-11,4R00HL121073-03
2016-02-11,4R01HL075662-13
2016-02-11,4R01DA023690-06
2016-02-11,5F32NS092448-02
2016-02-11,1R21AI119499-01A1
2016-02-11,1R01DK106265-01A1
2016-02-11,1R21NS095325-01A1
2016-02-11,7R03DC012413-04
2016-02-11,5R21NS085628-02
2016-02-11,1R01NS092955-01A1
2016-02-11,4R01HD072663-06
2016-02-11,1F32GM117661-01
2016-02-11,5R01NS081301-03
2016-02-11,5T35HL007489-33
2016-02-11,1R01AI125045-01
2016-02-11,1R01CA200755-01
2016-02-11,5P41GM103390-27
2016-02-11,5R01HD083481-02
2016-02-11,1R56AI118415-01A1
2016-02-11,1R01GM117212-01
2016-02-11,1R01NS092980-01A1
2016-02-11,2R01DK091538-07
2016-02-11,4R01GM057059-17
2016-02-11,5R01AI112953-02
2016-02-11,5F32GM112318-02
2016-02-11,5R01GM105964-03
2016-02-11,1R44ES026464-01
2016-02-11,1R43MH109332-01
2016-02-11,4R01HL106186-05
2016-02-11,5R21AR066305-02
2016-02-11,4R01AG040245-05
2016-02-11,5R01DK102559-03
2016-02-11,1R43MH105014-01A1
2016-02-11,5R01NS045630-12
2016-02-11,1R01AI118888-01A1
2016-02-11,4R01HD073572-04
2016-02-11,1R01NS092870-01A1
2016-02-11,1F32DK107124-01A1
2016-02-11,5R21NS090901-02
2016-02-11,5F32AG050399-02
2016-02-11,5R01AI116548-02
2016-02-11,4R01CA166412-04
2016-02-11,2R44AI100376-03
2016-02-11,5R01DK105847-02
2016-02-11,4R00HL121284-03
2016-02-11,1I01BX003282-01
2016-02-11,4K23AT006703-05
2016-02-11,3P01CA196539-01S1
2016-02-11,4R01CA157846-05
2016-02-11,4R01HL116579-04
2016-02-11,9R01CA206157-21
2016-02-11,5F32AG046106-02
2016-02-11,1F30DK108567-01A1
2016-02-11,5P41GM103390-27
2016-02-11,4R01NS054044-08
2016-02-11,1R21ES026948-01
2016-02-11,5K99AG049934-02
2016-02-11,5R01MH099981-03
2016-02-11,2R01NS056224-06A1
2016-02-11,1I01CX001226-01A1
2016-02-11,5K23MH102129-04
2016-02-11,5R01CA179253-03
2016-02-11,5P41GM103390-27
2016-02-11,5R01NS086907-03
2016-02-11,5R01AG043452-03
2016-02-11,3R21DK102032-02S1
2016-02-11,3P30CA015704-41S3
2016-02-11,5R01GM114259-02
2016-02-11,5R01NS083846-03
2016-02-11,5R01NR015639-02
2016-02-11,1R01NS092651-01A1
2016-02-11,5R01AI108255-03
2016-02-11,5R01NS030678-22
2016-02-11,5DP1DA037979-02
2016-02-11,5R01AI117787-02
2016-02-11,5R01NS082309-03
2016-02-11,1F30DK108494-01A1
2016-02-11,5R21NS092001-02
2016-02-11,3R21DA031906-02S1
2016-02-11,1R44GM117783-01
2016-02-11,5R01NS076763-06
2016-02-11,5R03AG048578-02
2016-02-11,1R01DK103703-01A1
2016-02-11,1R01AI123265-01
2016-02-11,5K08AI110651-03
2016-02-11,5R01AI111871-03
2016-02-11,5P01HD029587-22
2016-02-11,5P01HD029587-22
2016-02-11,5P01HD029587-22
2016-02-11,5P01HD029587-22
2016-02-11,1R01DK109096-01
2016-02-11,5P41GM103390-27
2016-02-11,5UM1CA186712-03
2016-02-11,7R21AG043718-03
2016-02-11,5F30DE025160-02
2016-02-11,5R01GM071011-11
2016-02-11,1U01HL130204-01
2016-02-11,4R01AG011119-24
2016-02-11,5SC3GM094081-06
2016-02-11,5R01DK062794-13
2016-02-11,4R01CA172040-04
2016-02-11,5R01GM059323-15
2016-02-11,1R21NS096343-01
