"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization_City","Organization_State","Organization_Country","PI_Names","Funding_Institutes","Project_Terms"
"2025-04-09","CDC","NU2HGH000074","20NU2HGH000074CV","Family Health International","2025-03-24","1308000.00","1087841.28","1087841.28","220158.72","Enhancing Global Health Security: Expanding Efforts And Strategies To Protect And Improve Public Health Globally","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000031","20NU2HGH000031C3","Washington State University","2025-03-24","6795138.00","6562844.05","6562844.05","232293.95","Expanding Efforts And Strategies To Protect And Improve Public Health In Kenya","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000061","20NU2HGH000061CV","Rpl 140 Pdhl Setdjp2P Untuk 2Cws8Xca","2025-03-24","1100000.00","297400.00","297400.00","802600.00","Building And Strengthening Public Health Systems, Impact, And Capacity In Indonesia Through Collaboration With The Ministry Of Health","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000048","20NU2HGH000048C3","Columbia University, School Of Arts & Sciences","2025-03-24","1035000.00","784008.77","784008.77","250991.23","Enhancing Global Health Security: Expanding Efforts And Strategies To Protect And Improve Public Health In The Democratic Republic Of The Congo (Drc)","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000019","20NU2HGH000019C3","Research Triangle Institute","2025-03-24","150000.00","","","150000.00","Strengthening Global Health Security By Implementation Of The International Health Regulations (Ihr) (2005) And The Global Health Security Agenda In Nigeria","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000026","20NU2HGH000026C3","African Field Epidemology Network Limited Afenet -Cdc","2025-03-24","30086148.00","29958826.50","29958826.50","127321.50","Strengthening Regional Field Epidemiology Training Program (Fetp) Networks","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000042","20NU2HGH000042C3","South Asia Field Epidemiology & Tech","2025-03-24","4415000.00","4250450.46","4250450.46","164549.54","Strengthening Regional Field Epidemiology Training Program (Fetp) Networks","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000042","20NU2HGH000042CV","South Asia Field Epidemiology & Tech","2025-03-24","2738000.00","2547647.71","2547647.71","190352.29","Strengthening Regional Field Epidemiology Training Program (Fetp) Networks","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2RGH001916","21NU2RGH001916C3","Task Force For Global Health, Inc (The)","2025-03-24","4135512.00","3934310.40","3934310.40","201201.60","Capacity Building For Global, Regional, And National Immunization Programs","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000099","21NU2HGH000099C3","Trustees Of Columbia University In The City Of New York","2025-03-24","200000.00","32370.78","32370.78","167629.22","Enhancing Global Health Security: Strengthening Public Health Surveillance Systems And Preparedness Globally","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2HGH000100","21NU2HGH000100C3","University Of Washington","2025-03-24","336000.00","36393.34","36393.34","299606.66","Enhancing Global Health Security: Strengthening Public Health Surveillance Systems And Preparedness Globally","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2GGH002436","22NU2GGH00243624C3","National Health Laboratory Service","2025-03-24","203972.00","","","203972.00","Strengthening Health Surveillance Systems, Laboratory Capacity, Public Health Workforce, And Global Health Security In South Africa Under The President'S Emergency Plan For Aids Relief (Pepfar) - 2022","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2GGH002485","23NU2GGH002485C3","Ctr For Infectious Disease Resch In Zambia","2025-03-24","150000.00","41088.00","41088.00","108912.00","Transitioning And Integrating Laboratory Services For High Quality Hiv Diagnosis, Care, Treatment, And Monitoring To The Ministry Of Health (Moh) To Sustain Achievement Of The 95-95-95 Goals In Zambia Under Pepfar - 2023","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NU2GGH002503","23NU2GGH00250324C3","Georgetown University","2025-03-24","186000.00","6801.53","6801.53","179198.47","Strengthening Regional, National, And Subnational Institutional Capacities To Sustainably Combat Hiv/Aids And Tuberculosis Under The President'S Emergency Plan For Aids Relief (Pepfar) - 2023","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","19NH23IP922574C3","Public Health And Human Services, Montana Department Of","2025-03-24","359041.00","131682.67","131682.67","227358.33","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","20NH23IP922574C3","Public Health And Human Services, Montana Department Of","2025-03-24","872020.00","513715.78","513715.78","358304.22","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","20NH23IP922574C5","Public Health And Human Services, Montana Department Of","2025-03-24","11309969.00","7075695.96","7075695.96","4234273.04","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","20NH23IP922574C6","Public Health And Human Services, Montana Department Of","2025-03-24","29451909.00","25003266.66","25003266.66","4448642.34","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","20NH23IP922574IISC6","Public Health And Human Services, Montana Department Of","2025-03-24","397371.00","2028.67","2028.67","395342.33","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922574","20NH23IP922574UDSPC 5","Public Health And Human Services, Montana Department Of","2025-03-24","2500000.00","1563323.39","1563323.39","936676.61","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922575","20NH23IP922575C3","Ok St Department Of Health","2025-03-24","3260691.00","2167351.56","2167351.56","1093339.44","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922575","20NH23IP922575C5","Ok St Department Of Health","2025-03-24","47553628.00","15133606.31","15133606.31","32420021.69","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922575","20NH23IP922575C6","Ok St Department Of Health","2025-03-24","21991989.00","17108968.09","17108968.09","4883020.91","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922575","20NH23IP922575IISC6","Ok St Department Of Health","2025-03-24","930733.00","","","930733.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922575","20NH23IP922575UDSPC 5","Ok St Department Of Health","2025-03-24","3575461.00","","","3575461.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922576","20NH23IP922576C6","Republic Of Palau, Bureau Of Health Sevices","2025-03-24","1578482.00","228027.05","228027.05","1350454.95","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922576","20NH23IP922576UDSPC 5","Republic Of Palau, Bureau Of Health Sevices","2025-03-24","100000.00","","","100000.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922577","20NH23IP922577C3","Wy St Department Of Health","2025-03-24","490366.00","335751.71","335751.71","154614.29","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922577","20NH23IP922577C5","Wy St Department Of Health","2025-03-24","6955343.00","3911986.12","3911986.12","3043356.88","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922577","20NH23IP922577C6","Wy St Department Of Health","2025-03-24","30721500.00","14163051.03","14163051.03","16558448.97","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922577","20NH23IP922577UDSPC 5","Wy St Department Of Health","2025-03-24","522958.00","2046.12","2046.12","520911.88","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","19NH23IP922578C3","State Of Georgia Department Of Public Health","2025-03-24","4338601.00","3923108.18","3923108.18","415492.82","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","20NH23IP922578C3","State Of Georgia Department Of Public Health","2025-03-24","10537358.00","8793114.52","8793114.52","1744243.48","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","20NH23IP922578C5","State Of Georgia Department Of Public Health","2025-03-24","135379769.00","132591162.63","132591162.63","2788606.37","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","20NH23IP922578C6","State Of Georgia Department Of Public Health","2025-03-24","54684359.00","13940425.15","13940425.15","40743933.85","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","20NH23IP922578IISC6","State Of Georgia Department Of Public Health","2025-03-24","2160718.00","979883.04","979883.04","1180834.96","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922578","20NH23IP922578UDSPC 5","State Of Georgia Department Of Public Health","2025-03-24","1810816.00","","","1810816.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","19NH23IP922579C3","Arkansas Department Of Health","2025-03-24","1063636.00","173739.54","173739.54","889896.46","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","20NH23IP922579C3","Arkansas Department Of Health","2025-03-24","2583302.00","1675058.42","1675058.42","908243.58","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","20NH23IP922579C5","Arkansas Department Of Health","2025-03-24","32950719.00","10905395.15","10905395.15","22045323.85","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","20NH23IP922579C6","Arkansas Department Of Health","2025-03-24","21230264.00","11641173.52","11641173.52","9589090.48","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","20NH23IP922579IISC6","Arkansas Department Of Health","2025-03-24","757298.00","445020.21","445020.21","312277.79","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922579","20NH23IP922579UDSPC 5","Arkansas Department Of Health","2025-03-24","6043140.00","1785200.48","1785200.48","4257939.52","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922580","20NH23IP922580C3","Utah Department Of Health And Human Services","2025-03-24","2620597.00","2500991.92","2500991.92","119605.08","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922580","20NH23IP922580C5","Utah Department Of Health And Human Services","2025-03-24","33347971.00","29506587.80","29506587.80","3841383.20","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922580","20NH23IP922580C6","Utah Department Of Health And Human Services","2025-03-24","21570557.00","2231783.13","2231783.13","19338773.87","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922580","20NH23IP922580IISC6","Utah Department Of Health And Human Services","2025-03-24","791999.00","482740.75","482740.75","309258.25","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922580","20NH23IP922580UDSPC 5","Utah Department Of Health And Human Services","2025-03-24","8077077.00","929648.11","929648.11","7147428.89","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922581","19NH23IP922581C3","Sd St Department Of Health","2025-03-24","463150.00","263150.00","263150.00","200000.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922581","20NH23IP922581C5","Sd St Department Of Health","2025-03-24","9142918.00","4341823.79","4341823.79","4801094.21","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922581","20NH23IP922581C6","Sd St Department Of Health","2025-03-24","30882667.00","5396227.31","5396227.31","25486439.69","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922581","20NH23IP922581UDSPC 5","Sd St Department Of Health","2025-03-24","2288000.00","140980.00","140980.00","2147020.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922582","20NH23IP922582C5","Al St Department Of Public Health","2025-03-24","31684698.00","30467970.00","30467970.00","1216728.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922582","20NH23IP922582C6","Al St Department Of Public Health","2025-03-24","25253541.00","13567669.08","13567669.08","11685871.92","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922582","20NH23IP922582UDSPC 5","Al St Department Of Public Health","2025-03-24","31670677.00","29690062.79","29690062.79","1980614.21","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922583","20NH23IP922583C3","Philadelphia City Department Of Public Health","2025-03-24","1923064.00","1664962.00","1664962.00","258102.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922583","20NH23IP922583C5","Philadelphia City Department Of Public Health","2025-03-24","16968118.00","16094852.11","16094852.11","873265.89","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922583","20NH23IP922583C6","Philadelphia City Department Of Public Health","2025-03-24","8158620.00","1249000.00","1249000.00","6909620.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922583","20NH23IP922583UDSPC 5","Philadelphia City Department Of Public Health","2025-03-24","3500000.00","1969202.00","1969202.00","1530798.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922584","20NH23IP922584C3","San Antonio Metropolitan Health District","2025-03-24","1499190.00","725854.11","725854.11","773335.89","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922584","20NH23IP922584C5","San Antonio Metropolitan Health District","2025-03-24","18594399.00","18116417.82","18116417.82","477981.18","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922584","20NH23IP922584C6","San Antonio Metropolitan Health District","2025-03-24","7969028.00","7768383.31","7768383.31","200644.69","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922584","20NH23IP922584UDSPC 5","San Antonio Metropolitan Health District","2025-03-24","1398075.00","","","1398075.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922585","20NH23IP922585C5","Vi Department Of Health","2025-03-24","963194.00","125487.42","125487.42","837706.58","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922585","20NH23IP922585C6","Vi Department Of Health","2025-03-24","2315037.00","835099.26","835099.26","1479937.74","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922586","20NH23IP922586C5","West Virginia State Health Department","2025-03-24","18830518.00","17791454.12","17791454.12","1039063.88","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922586","20NH23IP922586C6","West Virginia State Health Department","2025-03-24","21473262.00","11403049.96","11403049.96","10070212.04","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922586","20NH23IP922586IISC6","West Virginia State Health Department","2025-03-24","410946.00","","","410946.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922587","20NH23IP922587C3","Commonwealth Of The Northern Mariana Islands","2025-03-24","360000.00","233681.37","233681.37","126318.63","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922587","20NH23IP922587C5","Commonwealth Of The Northern Mariana Islands","2025-03-24","1019771.00","873680.45","873680.45","146090.55","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922587","20NH23IP922587C6","Commonwealth Of The Northern Mariana Islands","2025-03-24","1868299.00","1136150.06","1136150.06","732148.94","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922588","20NH23IP922588C5","Republic Of The Marshall Islands, Health Services","2025-03-24","1136309.00","","","1136309.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922588","20NH23IP922588UDSPC 5","Republic Of The Marshall Islands, Health Services","2025-03-24","100000.00","","","100000.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","19NH23IP922589C3","Health And Human Services, Nebraska Department Of","2025-03-24","647550.00","534342.45","534342.45","113207.55","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","20NH23IP922589C3","Health And Human Services, Nebraska Department Of","2025-03-24","1572734.00","1325822.43","1325822.43","246911.57","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","20NH23IP922589C5","Health And Human Services, Nebraska Department Of","2025-03-24","23247104.00","17996866.59","17996866.59","5250237.41","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","20NH23IP922589C6","Health And Human Services, Nebraska Department Of","2025-03-24","23975995.00","15983833.51","15983833.51","7992161.49","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","20NH23IP922589IISC6","Health And Human Services, Nebraska Department Of","2025-03-24","557227.00","","","557227.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922589","20NH23IP922589UDSPC 5","Health And Human Services, Nebraska Department Of","2025-03-24","1747903.00","879285.60","879285.60","868617.40","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922591","20NH23IP922591C6","As Department Of Health","2025-03-24","1869449.00","1365087.85","1365087.85","504361.15","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922591","20NH23IP922591UDSPC 5","As Department Of Health","2025-03-24","160000.00","","","160000.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922592","20NH23IP922592C3","Ak St Department Of Health & Social Services","2025-03-24","871632.00","66656.57","66656.57","804975.43","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922592","20NH23IP922592C5","Ak St Department Of Health & Social Services","2025-03-24","7000840.00","4620227.06","4620227.06","2380612.94","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922592","20NH23IP922592C6","Ak St Department Of Health & Social Services","2025-03-24","29534225.00","17569972.24","17569972.24","11964252.76","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922592","20NH23IP922592IISC6","Ak St Department Of Health & Social Services","2025-03-24","335094.00","209281.79","209281.79","125812.21","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922592","20NH23IP922592UDSPC 5","Ak St Department Of Health & Social Services","2025-03-24","2451650.00","1269226.56","1269226.56","1182423.44","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922593","20NH23IP922593C6","Federated States Of Micronesia, Office Of Health Svcs","2025-03-24","2320198.00","972218.23","972218.23","1347979.77","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922593","20NH23IP922593UDSPC 5","Federated States Of Micronesia, Office Of Health Svcs","2025-03-24","100000.00","","","100000.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922594","20NH23IP922594C3","Nj St Department Of Health And Senior Services","2025-03-24","9949639.00","7822649.36","7822649.36","2126989.64","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922594","20NH23IP922594C5","Nj St Department Of Health And Senior Services","2025-03-24","106743356.00","76248038.93","76248038.93","30495317.07","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922594","20NH23IP922594C6","Nj St Department Of Health And Senior Services","2025-03-24","45747152.00","40895929.18","40895929.18","4851222.82","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922594","20NH23IP922594UDSPC 5","Nj St Department Of Health And Senior Services","2025-03-24","8025816.00","3138125.19","3138125.19","4887690.81","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922595","20NH23IP922595C3","Health And Human Services, New Hampshire Dept Of","2025-03-24","1400235.00","591894.42","591894.42","808340.58","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922595","20NH23IP922595C5","Health And Human Services, New Hampshire Dept Of","2025-03-24","14917787.00","11225574.51","11225574.51","3692212.49","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922595","20NH23IP922595C6","Health And Human Services, New Hampshire Dept Of","2025-03-24","25404937.00","11639062.20","11639062.20","13765874.80","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922595","20NH23IP922595IISC6","Health And Human Services, New Hampshire Dept Of","2025-03-24","451098.00","17866.86","17866.86","433231.14","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922595","20NH23IP922595UDSPC 5","Health And Human Services, New Hampshire Dept Of","2025-03-24","2651406.00","603093.61","603093.61","2048312.39","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922596","19NH23IP922596C3","Dc Department Of Health Care Finance","2025-03-24","335566.00","190756.04","190756.04","144809.96","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922596","20NH23IP922596C3","Dc Department Of Health Care Finance","2025-03-24","815006.00","696015.23","696015.23","118990.77","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922596","20NH23IP922596C5","Dc Department Of Health Care Finance","2025-03-24","7551173.00","5479884.57","5479884.57","2071288.43","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922596","20NH23IP922596C6","Dc Department Of Health Care Finance","2025-03-24","38571801.00","29909363.38","29909363.38","8662437.62","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922596","20NH23IP922596IISC6","Dc Department Of Health Care Finance","2025-03-24","330331.00","","","330331.00","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922597","20NH23IP922597C3","Houston City Health & Human Services Department","2025-03-24","2733517.00","2469167.76","2469167.76","264349.24","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922597","20NH23IP922597C5","Houston City Health & Human Services Department","2025-03-24","27884260.00","25347627.12","25347627.12","2536632.88","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922597","20NH23IP922597C6","Houston City Health & Human Services Department","2025-03-24","11950397.00","11192410.95","11192410.95","757986.05","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922597","20NH23IP922597UDSPC 5","Houston City Health & Human Services Department","2025-03-24","2096561.00","401984.85","401984.85","1694576.15","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922598","20NH23IP922598C6","De St Office Of The Governor","2025-03-24","28624956.00","24465996.90","24465996.90","4158959.10","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922598","20NH23IP922598UDSPC 5","De St Office Of The Governor","2025-03-24","6000000.00","4555518.52","4555518.52","1444481.48","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","19NH23IP922599C3","Az St Department Of Health Services","2025-03-24","3364463.00","2367762.21","2367762.21","996700.79","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","20NH23IP922599C3","Az St Department Of Health Services","2025-03-24","8171427.00","4740125.30","4740125.30","3431301.70","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","20NH23IP922599C5","Az St Department Of Health Services","2025-03-24","86275036.00","64346106.23","64346106.23","21928929.77","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","20NH23IP922599C6","Az St Department Of Health Services","2025-03-24","37488567.00","15677705.17","15677705.17","21810861.83","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","20NH23IP922599IISC6","Az St Department Of Health Services","2025-03-24","1544160.00","599263.52","599263.52","944896.48","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922599","20NH23IP922599UDSPC 5","Az St Department Of Health Services","2025-03-24","7775230.00","6901410.79","6901410.79","873819.21","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","19NH23IP922600C3","Public Health And Environment, Colorado Department Of","2025-03-24","2415322.00","2083922.60","2083922.60","331399.40","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","20NH23IP922600C3","Public Health And Environment, Colorado Department Of","2025-03-24","5380455.00","4475641.04","4475641.04","904813.96","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","20NH23IP922600C5","Public Health And Environment, Colorado Department Of","2025-03-24","43830171.00","39132145.57","39132145.57","4698025.43","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","20NH23IP922600C6","Public Health And Environment, Colorado Department Of","2025-03-24","29660002.00","19204461.02","19204461.02","10455540.98","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","20NH23IP922600IISC6","Public Health And Environment, Colorado Department Of","2025-03-24","1263465.00","1037768.71","1037768.71","225696.29","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
"2025-04-09","CDC","NH23IP922600","20NH23IP922600UDSPC 5","Public Health And Environment, Colorado Department Of","2025-03-24","30580009.00","6378380.68","6378380.68","24201628.32","Immunization And Vaccines For Children","N/A - Departmental Authority","-","","","","","",""
